FULL_ADDRESS,STREET,CITY,ZIP,"Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Source"
"580 49TH PL NE, WASHINGTON DC, 20019","580 49TH PL NE"," WASHINGTON DC"," 20019",38.897307,-76.931521,1,rooftop,"580 49th Pl NE",,"Washington, DC 20019",580,"49th Pl NE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"255 ROCK CREEK CHURCH RD NW, WASHINGTON DC, 20011","255 ROCK CREEK CHURCH RD NW"," WASHINGTON DC"," 20011",38.940494,-77.015035,1,rooftop,"255 Rock Creek Church Rd NW",,"Washington, DC 20011",255,"Rock Creek Church Rd NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"3503 10TH ST NE, WASHINGTON DC, 20017","3503 10TH ST NE"," WASHINGTON DC"," 20017",38.932711,-76.992391,1,rooftop,"3503 10th St NE",,"Washington, DC 20017",3503,"10th St NE",,,Washington,DC,"District of Columbia",20017,US,"Statewide (City of Washington)"
"603 DARRINGTON ST SE, WASHINGTON DC, 20032","603 DARRINGTON ST SE"," WASHINGTON DC"," 20032",38.826154,-76.998322,1,rooftop,"603 Darrington St SE",,"Washington, DC 20032",603,"Darrington St SE",,,Washington,DC,"District of Columbia",20032,US,"Statewide (City of Washington)"
"1353 MICHIGAN AVE NE, WASHINGTON DC, 20017","1353 MICHIGAN AVE NE"," WASHINGTON DC"," 20017",38.941857,-76.986257,1,rooftop,"1353 Michigan Ave NE",,"Washington, DC 20017",1353,"Michigan Ave NE",,,Washington,DC,"District of Columbia",20017,US,"Statewide (City of Washington)"
"122 TENNESSEE AVE NE, WASHINGTON DC, 20002","122 TENNESSEE AVE NE"," WASHINGTON DC"," 20002",38.891001,-76.989578,1,rooftop,"122 Tennessee Ave NE",,"Washington, DC 20002",122,"Tennessee Ave NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
"218 5TH ST SE, WASHINGTON DC, 20003","218 5TH ST SE"," WASHINGTON DC"," 20003",38.887026,-76.999235,1,rooftop,"218 5th St SE",,"Washington, DC 20003",218,"5th St SE",,,Washington,DC,"District of Columbia",20003,US,"Statewide (City of Washington)"
"135 48TH PL NE, WASHINGTON DC, 20019","135 48TH PL NE"," WASHINGTON DC"," 20019",38.891346,-76.933683,1,rooftop,"135 48th Pl NE",,"Washington, DC 20019",135,"48th Pl NE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"621 ELMIRA ST SE, WASHINGTON DC, 20032","621 ELMIRA ST SE"," WASHINGTON DC"," 20032",38.825369,-76.997856,1,rooftop,"621 Elmira St SE",,"Washington, DC 20032",621,"Elmira St SE",,,Washington,DC,"District of Columbia",20032,US,"Statewide (City of Washington)"
"5048 12TH ST NE, WASHINGTON DC, 20017","5048 12TH ST NE"," WASHINGTON DC"," 20017",38.952076,-76.990831,1,rooftop,"5048 12th St NE",,"Washington, DC 20017",5048,"12th St NE",,,Washington,DC,"District of Columbia",20017,US,"Statewide (City of Washington)"
"623 JEFFERSON ST NW, WASHINGTON DC, 20011","623 JEFFERSON ST NW"," WASHINGTON DC"," 20011",38.955563,-77.021564,1,rooftop,"623 Jefferson St NW",,"Washington, DC 20011",623,"Jefferson St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"2506 22ND ST NE, WASHINGTON DC, 20018","2506 22ND ST NE"," WASHINGTON DC"," 20018",38.922806,-76.974412,1,rooftop,"2506 22nd St NE",,"Washington, DC 20018",2506,"22nd St NE",,,Washington,DC,"District of Columbia",20018,US,"Statewide (City of Washington)"
"5064 G ST SE, WASHINGTON DC, 20019","5064 G ST SE"," WASHINGTON DC"," 20019",38.881018,-76.931256,1,rooftop,"5064 G St SE",,"Washington, DC 20019",5064,"G St SE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"1611 GALES ST NE, WASHINGTON DC, 20002","1611 GALES ST NE"," WASHINGTON DC"," 20002",38.898288,-76.981359,1,rooftop,"1611 Gales St NE",,"Washington, DC 20002",1611,"Gales St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
"613 ONEIDA PL NW, WASHINGTON DC, 20011","613 ONEIDA PL NW"," WASHINGTON DC"," 20011",38.962207,-77.021797,1,rooftop,"613 Oneida Pl NW",,"Washington, DC 20011",613,"Oneida Pl NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"5415 C ST SE, WASHINGTON DC, 20019","5415 C ST SE"," WASHINGTON DC"," 20019",38.884133,-76.923084,1,rooftop,"5415 C St SE",,"Washington, DC 20019",5415,"C St SE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"517 CEDAR ST NW, WASHINGTON DC, 20012","517 CEDAR ST NW"," WASHINGTON DC"," 20012",38.975135,-77.020573,1,rooftop,"517 Cedar St NW",,"Washington, DC 20012",517,"Cedar St NW",,,Washington,DC,"District of Columbia",20012,US,"Statewide (City of Washington)"
"5822 SHERIER PL NW, WASHINGTON DC, 20016","5822 SHERIER PL NW"," WASHINGTON DC"," 20016",38.93495,-77.112641,1,rooftop,"5822 Sherier Pl NW",,"Washington, DC 20016",5822,"Sherier Pl NW",,,Washington,DC,"District of Columbia",20016,US,"Statewide (City of Washington)"
"56 SEATON PL NW, WASHINGTON DC, 20001","56 SEATON PL NW"," WASHINGTON DC"," 20001",38.914653,-77.010934,1,rooftop,"56 Seaton Pl NW",,"Washington, DC 20001",56,"Seaton Pl NW",,,Washington,DC,"District of Columbia",20001,US,"Statewide (City of Washington)"
"616 MADISON ST NW, WASHINGTON DC, 20011","616 MADISON ST NW"," WASHINGTON DC"," 20011",38.958352,-77.021798,1,rooftop,"616 Madison St NW",,"Washington, DC 20011",616,"Madison St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"453 LURAY PL NW, WASHINGTON DC, 20010","453 LURAY PL NW"," WASHINGTON DC"," 20010",38.932094,-77.019529,1,rooftop,"453 Luray Pl NW",,"Washington, DC 20010",453,"Luray Pl NW",,,Washington,DC,"District of Columbia",20010,US,"Statewide (City of Washington)"
"5214 12TH ST NE, WASHINGTON DC, 20011","5214 12TH ST NE"," WASHINGTON DC"," 20011",38.955332,-76.990748,1,rooftop,"5214 12th St NE",,"Washington, DC 20011",5214,"12th St NE",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"628 HAMILTON ST NW, WASHINGTON DC, 20011","628 HAMILTON ST NW"," WASHINGTON DC"," 20011",38.952915,-77.021108,1,rooftop,"628 Hamilton St NW",,"Washington, DC 20011",628,"Hamilton St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"509 PEABODY ST NE, WASHINGTON DC, 20011","509 PEABODY ST NE"," WASHINGTON DC"," 20011",38.962512,-76.99983,1,rooftop,"509 Peabody St NE",,"Washington, DC 20011",509,"Peabody St NE",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"5310 BELT RD NW, WASHINGTON DC, 20015","5310 BELT RD NW"," WASHINGTON DC"," 20015",38.959706,-77.081103,1,rooftop,"5310 Belt Rd NW",,"Washington, DC 20015",5310,"Belt Rd NW",,,Washington,DC,"District of Columbia",20015,US,"Statewide (City of Washington)"
"719 INGRAHAM ST NW, WASHINGTON DC, 20011","719 INGRAHAM ST NW"," WASHINGTON DC"," 20011",38.954403,-77.023186,1,rooftop,"719 Ingraham St NW",,"Washington, DC 20011",719,"Ingraham St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"1106 45TH PL SE, WASHINGTON DC, 20019","1106 45TH PL SE"," WASHINGTON DC"," 20019",38.878204,-76.935819,1,rooftop,"1106 45th Pl SE",,"Washington, DC 20019",1106,"45th Pl SE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"17 UNDERWOOD PL NW, WASHINGTON DC, 20012","17 UNDERWOOD PL NW"," WASHINGTON DC"," 20012",38.969294,-77.009976,1,rooftop,"17 Underwood Pl NW",,"Washington, DC 20012",17,"Underwood Pl NW",,,Washington,DC,"District of Columbia",20012,US,"Statewide (City of Washington)"
"6506 7TH ST NW, WASHINGTON DC, 20012","6506 7TH ST NW"," WASHINGTON DC"," 20012",38.96899,-77.02267,1,rooftop,"6506 7th St NW",,"Washington, DC 20012",6506,"7th St NW",,,Washington,DC,"District of Columbia",20012,US,"Statewide (City of Washington)"
"1734 WEBSTER ST NW, WASHINGTON DC, 20011","1734 WEBSTER ST NW"," WASHINGTON DC"," 20011",38.943811,-77.040415,1,rooftop,"1734 Webster St NW",,"Washington, DC 20011",1734,"Webster St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"3315 HIGHLAND PL NW, WASHINGTON DC, 20008","3315 HIGHLAND PL NW"," WASHINGTON DC"," 20008",38.935356,-77.066113,1,rooftop,"3315 Highland Pl NW",,"Washington, DC 20008",3315,"Highland Pl NW",,,Washington,DC,"District of Columbia",20008,US,"Statewide (City of Washington)"
"4012 WAHLER CT SE, WASHINGTON DC, 20032","4012 WAHLER CT SE"," WASHINGTON DC"," 20032",38.835947,-76.988489,1,rooftop,"4012 Wahler Ct SE",,"Washington, DC 20032",4012,"Wahler Ct SE",,,Washington,DC,"District of Columbia",20032,US,"Statewide (City of Washington)"
"3065 PORTER ST NW, WASHINGTON DC, 20008","3065 PORTER ST NW"," WASHINGTON DC"," 20008",38.937459,-77.06393,1,rooftop,"3065 Porter St NW",,"Washington, DC 20008",3065,"Porter St NW",,,Washington,DC,"District of Columbia",20008,US,"Statewide (City of Washington)"
"1119 INDEPENDENCE AVE SE, WASHINGTON DC, 20003","1119 INDEPENDENCE AVE SE"," WASHINGTON DC"," 20003",38.887408,-76.990727,1,rooftop,"1119 Independence Ave SE",,"Washington, DC 20003",1119,"Independence Ave SE",,,Washington,DC,"District of Columbia",20003,US,"Statewide (City of Washington)"
"1719 IRVING ST NW, WASHINGTON DC, 20010","1719 IRVING ST NW"," WASHINGTON DC"," 20010",38.929068,-77.039825,1,rooftop,"1719 Irving St NW",,"Washington, DC 20010",1719,"Irving St NW",,,Washington,DC,"District of Columbia",20010,US,"Statewide (City of Washington)"
"637 G ST SE, WASHINGTON DC, 20003","637 G ST SE"," WASHINGTON DC"," 20003",38.8811,-76.997004,1,rooftop,"637 G St SE",,"Washington, DC 20003",637,"G St SE",,,Washington,DC,"District of Columbia",20003,US,"Statewide (City of Washington)"
"4712 9TH ST NW, WASHINGTON DC, 20011","4712 9TH ST NW"," WASHINGTON DC"," 20011",38.947708,-77.025576,1,rooftop,"4712 9th St NW",,"Washington, DC 20011",4712,"9th St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"923 SHEPHERD ST NW, WASHINGTON DC, 20011","923 SHEPHERD ST NW"," WASHINGTON DC"," 20011",38.939951,-77.025988,1,rooftop,"923 Shepherd St NW",,"Washington, DC 20011",923,"Shepherd St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"930 SOUTHERN AVE SE, WASHINGTON DC, 20032","930 SOUTHERN AVE SE"," WASHINGTON DC"," 20032",38.831548,-76.988432,1,rooftop,"930 Southern Ave SE",,"Washington, DC 20032",930,"Southern Ave SE",,,Washington,DC,"District of Columbia",20032,US,"Statewide (City of Washington)"
"3616 LEGATION ST NW, WASHINGTON DC, 20015","3616 LEGATION ST NW"," WASHINGTON DC"," 20015",38.961879,-77.070543,1,rooftop,"3616 Legation St NW",,"Washington, DC 20015",3616,"Legation St NW",,,Washington,DC,"District of Columbia",20015,US,"Statewide (City of Washington)"
"1401 FAIRMONT ST NW, WASHINGTON DC, 20009","1401 FAIRMONT ST NW"," WASHINGTON DC"," 20009",38.92479,-77.032854,1,rooftop,"1401 Fairmont St NW",,"Washington, DC 20009",1401,"Fairmont St NW",,,Washington,DC,"District of Columbia",20009,US,"Statewide (City of Washington)"
"516 VAN BUREN ST NW, WASHINGTON DC, 20012","516 VAN BUREN ST NW"," WASHINGTON DC"," 20012",38.96973,-77.020591,1,rooftop,"516 Van Buren St NW",,"Washington, DC 20012",516,"Van Buren St NW",,,Washington,DC,"District of Columbia",20012,US,"Statewide (City of Washington)"
"2117 12TH ST NW, WASHINGTON DC, 20009","2117 12TH ST NW"," WASHINGTON DC"," 20009",38.918699,-77.027875,1,rooftop,"2117 12th St NW",,"Washington, DC 20009",2117,"12th St NW",,,Washington,DC,"District of Columbia",20009,US,"Statewide (City of Washington)"
"723 NICHOLSON ST NW, WASHINGTON DC, 20011","723 NICHOLSON ST NW"," WASHINGTON DC"," 20011",38.960371,-77.023393,1,rooftop,"723 Nicholson St NW",,"Washington, DC 20011",723,"Nicholson St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"1818 BUNKER HILL RD NE, WASHINGTON DC, 20018","1818 BUNKER HILL RD NE"," WASHINGTON DC"," 20018",38.941155,-76.979101,1,rooftop,"1818 Bunker Hill Rd NE",,"Washington, DC 20018",1818,"Bunker Hill Rd NE",,,Washington,DC,"District of Columbia",20018,US,"Statewide (City of Washington)"
"4547 44TH ST NW, WASHINGTON DC, 20016","4547 44TH ST NW"," WASHINGTON DC"," 20016",38.949167,-77.085972,1,rooftop,"4547 44th St NW",,"Washington, DC 20016",4547,"44th St NW",,,Washington,DC,"District of Columbia",20016,US,"Statewide (City of Washington)"
"4410 13TH PL NE, WASHINGTON DC, 20017","4410 13TH PL NE"," WASHINGTON DC"," 20017",38.943365,-76.987498,1,rooftop,"4410 13th Pl NE",,"Washington, DC 20017",4410,"13th Pl NE",,,Washington,DC,"District of Columbia",20017,US,"Statewide (City of Washington)"
"5507 BASS PL SE, WASHINGTON DC, 20019","5507 BASS PL SE"," WASHINGTON DC"," 20019",38.88467,-76.921995,1,rooftop,"5507 Bass Pl SE",,"Washington, DC 20019",5507,"Bass Pl SE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"626 FRANKLIN ST NE, WASHINGTON DC, 20017","626 FRANKLIN ST NE"," WASHINGTON DC"," 20017",38.925776,-76.997198,1,rooftop,"626 Franklin St NE",,"Washington, DC 20017",626,"Franklin St NE",,,Washington,DC,"District of Columbia",20017,US,"Statewide (City of Washington)"
"403 CONSTITUTION AVE NE, WASHINGTON DC, 20002","403 CONSTITUTION AVE NE"," WASHINGTON DC"," 20002",38.891844,-77.00033,1,rooftop,"403 Constitution Ave NE",,"Washington, DC 20002",403,"Constitution Ave NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
"907 VARNUM ST NE, WASHINGTON DC, 20017","907 VARNUM ST NE"," WASHINGTON DC"," 20017",38.942515,-76.993561,1,rooftop,"907 Varnum St NE",,"Washington, DC 20017",907,"Varnum St NE",,,Washington,DC,"District of Columbia",20017,US,"Statewide (City of Washington)"
"4035 ALABAMA AVE SE, WASHINGTON DC, 20020","4035 ALABAMA AVE SE"," WASHINGTON DC"," 20020",38.869555,-76.946702,1,rooftop,"4035 Alabama Ave SE",,"Washington, DC 20020",4035,"Alabama Ave SE",,,Washington,DC,"District of Columbia",20020,US,"Statewide (City of Washington)"
"4507 15TH ST NW, WASHINGTON DC, 20011","4507 15TH ST NW"," WASHINGTON DC"," 20011",38.945361,-77.034264,1,rooftop,"4507 15th St NW",,"Washington, DC 20011",4507,"15th St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"644 F ST NE, WASHINGTON DC, 20002","644 F ST NE"," WASHINGTON DC"," 20002",38.897561,-76.996937,1,rooftop,"644 F St NE",,"Washington, DC 20002",644,"F St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
"236 12TH PL NE, WASHINGTON DC, 20002","236 12TH PL NE"," WASHINGTON DC"," 20002",38.892952,-76.989448,1,rooftop,"236 12th Pl NE",,"Washington, DC 20002",236,"12th Pl NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
"748 19TH ST NE, WASHINGTON DC, 20002","748 19TH ST NE"," WASHINGTON DC"," 20002",38.899382,-76.976469,1,rooftop,"748 19th St NE",,"Washington, DC 20002",748,"19th St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
"824 BARNABY ST SE, WASHINGTON DC, 20032","824 BARNABY ST SE"," WASHINGTON DC"," 20032",38.83115,-76.993014,1,rooftop,"824 Barnaby St SE",,"Washington, DC 20032",824,"Barnaby St SE",,,Washington,DC,"District of Columbia",20032,US,"Statewide (City of Washington)"
"1613 FORT DUPONT ST SE, WASHINGTON DC, 20020","1613 FORT DUPONT ST SE"," WASHINGTON DC"," 20020",38.866809,-76.94609,1,rooftop,"1613 Ft Dupont St SE",,"Washington, DC 20020",1613,"Ft Dupont St SE",,,Washington,DC,"District of Columbia",20020,US,"Statewide (City of Washington)"
"133 56TH PL SE, WASHINGTON DC, 20019","133 56TH PL SE"," WASHINGTON DC"," 20019",38.886707,-76.92019,1,rooftop,"133 56th Pl SE",,"Washington, DC 20019",133,"56th Pl SE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"2917 20TH ST NE, WASHINGTON DC, 20018","2917 20TH ST NE"," WASHINGTON DC"," 20018",38.927362,-76.975949,1,rooftop,"2917 20th St NE",,"Washington, DC 20018",2917,"20th St NE",,,Washington,DC,"District of Columbia",20018,US,"Statewide (City of Washington)"
"756 13TH ST SE, WASHINGTON DC, 20003","756 13TH ST SE"," WASHINGTON DC"," 20003",38.879855,-76.988082,1,rooftop,"756 13th St SE",,"Washington, DC 20003",756,"13th St SE",,,Washington,DC,"District of Columbia",20003,US,"Statewide (City of Washington)"
"1923 P ST SE, WASHINGTON DC, 20020","1923 P ST SE"," WASHINGTON DC"," 20020",38.871853,-76.976365,1,rooftop,"1923 P St SE",,"Washington, DC 20020",1923,"P St SE",,,Washington,DC,"District of Columbia",20020,US,"Statewide (City of Washington)"
"4014 WAHLER CT SE, WASHINGTON DC, 20032","4014 WAHLER CT SE"," WASHINGTON DC"," 20032",38.83591,-76.988459,1,rooftop,"4014 Wahler Ct SE",,"Washington, DC 20032",4014,"Wahler Ct SE",,,Washington,DC,"District of Columbia",20032,US,"Statewide (City of Washington)"
"314 DIVISION AVE NE, WASHINGTON DC, 20019","314 DIVISION AVE NE"," WASHINGTON DC"," 20019",38.895092,-76.927049,1,rooftop,"314 Division Ave NE",,"Washington, DC 20019",314,"Division Ave NE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"1308 LAWRENCE ST NE, WASHINGTON DC, 20017","1308 LAWRENCE ST NE"," WASHINGTON DC"," 20017",38.932054,-76.987917,1,rooftop,"1308 Lawrence St NE",,"Washington, DC 20017",1308,"Lawrence St NE",,,Washington,DC,"District of Columbia",20017,US,"Statewide (City of Washington)"
"1722 LANIER PL NW, WASHINGTON DC, 20009","1722 LANIER PL NW"," WASHINGTON DC"," 20009",38.925382,-77.04031,1,rooftop,"1722 Lanier Pl NW",,"Washington, DC 20009",1722,"Lanier Pl NW",,,Washington,DC,"District of Columbia",20009,US,"Statewide (City of Washington)"
"908 7TH ST NE, WASHINGTON DC, 20002","908 7TH ST NE"," WASHINGTON DC"," 20002",38.901661,-76.996415,1,rooftop,"908 7th St NE",,"Washington, DC 20002",908,"7th St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
"740 OGLETHORPE ST NE, WASHINGTON DC, 20011","740 OGLETHORPE ST NE"," WASHINGTON DC"," 20011",38.959538,-76.995959,1,rooftop,"740 Oglethorpe St NE",,"Washington, DC 20011",740,"Oglethorpe St NE",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"1610 JUNIPER ST NW, WASHINGTON DC, 20012","1610 JUNIPER ST NW"," WASHINGTON DC"," 20012",38.983049,-77.037067,1,rooftop,"1610 Juniper St NW",,"Washington, DC 20012",1610,"Juniper St NW",,,Washington,DC,"District of Columbia",20012,US,"Statewide (City of Washington)"
"712 MISSISSIPPI AVE SE, WASHINGTON DC, 20032","712 MISSISSIPPI AVE SE"," WASHINGTON DC"," 20032",38.83877,-76.995461,1,rooftop,"712 Mississippi Ave SE",,"Washington, DC 20032",712,"Mississippi Ave SE",,,Washington,DC,"District of Columbia",20032,US,"Statewide (City of Washington)"
"3751 MINNESOTA AVE NE, WASHINGTON DC, 20019","3751 MINNESOTA AVE NE"," WASHINGTON DC"," 20019",38.891291,-76.951715,1,rooftop,"3751 Minnesota Ave NE",,"Washington, DC 20019",3751,"Minnesota Ave NE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"805 DELAFIELD ST NE, WASHINGTON DC, 20017","805 DELAFIELD ST NE"," WASHINGTON DC"," 20017",38.949109,-76.994503,1,rooftop,"805 Delafield St NE",,"Washington, DC 20017",805,"Delafield St NE",,,Washington,DC,"District of Columbia",20017,US,"Statewide (City of Washington)"
"4752 BENNING RD SE, WASHINGTON DC, 20019","4752 BENNING RD SE"," WASHINGTON DC"," 20019",38.883699,-76.931852,1,rooftop,"4752 Benning Rd SE",,"Washington, DC 20019",4752,"Benning Rd SE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"670 MAINE AVE SW, WASHINGTON DC, 20024","670 MAINE AVE SW"," WASHINGTON DC"," 20024",38.877752,-77.022412,1,rooftop,"670 Maine Ave SW",,"Washington, DC 20024",670,"Maine Ave SW",,,Washington,DC,"District of Columbia",20024,US,"Statewide (City of Washington)"
"2951 ARIZONA AVE NW, WASHINGTON DC, 20016","2951 ARIZONA AVE NW"," WASHINGTON DC"," 20016",38.929921,-77.099722,1,rooftop,"2951 Arizona Ave NW",,"Washington, DC 20016",2951,"Arizona Ave NW",,,Washington,DC,"District of Columbia",20016,US,"Statewide (City of Washington)"
"923 SHEPHERD ST NW","923 SHEPHERD ST NW",,,38.939951,-77.025988,1,rooftop,"923 Shepherd St NW",,"Washington, DC 20011",923,"Shepherd St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"3250 ROBERT CLIFTON WEAVER WAY NE, WASHINGTON DC, 20018","3250 ROBERT CLIFTON WEAVER WAY NE"," WASHINGTON DC"," 20018",38.923106,-76.959164,1,rooftop,"3250 Robert Clifton Weaver Way NE",,"Washington, DC 20018",3250,"Robert Clifton Weaver Way NE",,,Washington,DC,"District of Columbia",20018,US,"Statewide (City of Washington)"
